,review_comment_message,is_good_review
35333,"Recebi no prazo e tudo ok, porém não constava o sobrenome do comprador na embalagem, oque dificultou a entrega do produto pois os funcionários da agência não sabiam de quem se tratava a encomenda ",0
35334,muito bonita torneira Dourada,1
35335,"Produto extraviado na entrega, furtado do carro dos correios, cancelamento solicitado por email e pelo site lannister.com.
Não posso avaliar a loja e nem recomenda-la, devido a este motivo.",0
35336,Solicitei a devolução porém não recebi os procedimentos... Produto diferente da foto no site ,1
35337,otimo,1
35338,Produto chegou em perfeito estado e no prazo. Récomendo .,1
35339,"É um site muito legal e até agora achei segurança em fazer compras neste site, e os produtos são de uma boa qualidade. ",0
35340,"Amei minha compra..chegou antes do prazo.Acabamento dos quadros perfeito.
Parabéns lojas lannister e parceiros..",1
35341,O produto não se parece sem um pouco com o da foto mas pra evitar aborrecimento resolvi ficar com esse mesmo ,0
35342,"So é muitooooo pequeno
",0
35343,Produto perfeito. obrigado.,1
35344,"Recebi rápido, veio muito bem embalado e com qualidade. Farei novas compras 
Grata 
Melissa ",1
35345,"O cobre leito é muito bonito, mas depois que lavei ele encolheu um pouco.",1
35346,sem problemas!,1
35347,"bonita cadeira, fácil de montar, satisfez meu interesse",1
35348,O fornecedor eu recomendo mas a stark NÃO,1
35349,Não cumpre o prazo para entrega e não entra em contato com o comprador... que tem que ficar ligando ... esperando... o tempo já era muito elastico... se em uma semana nao receber vou acionar o proco,0
35350,Mercadoria de péssima qualidade ,0
35351,"Comprei uma cortina de presente para minha mãe, mas veio outro tipo de cortina inclusive bem inferior e alguns produtos que eu não precisava. Só não devolvi pq minha mãe gostou da que veio. 😏",0
35352,"Ainda não recebi meu produto e quero ele.
Espero que o baratheon tome uma providência urgente, vez que foi o site intermediário da negociação. ",0
35353,Bom filme ,1
35354,Adorei o relogio muito bem embalado.,1
35355,"Lentes de contato são positivas, para hipermetropia, ou negativas, para miopia. Tenho hipermetropia, preciso de lentes positivas.
Foram entregues lentes negativas. Ninguém me atende para resolver.",0
35356,atendimento com o prazo de entrega muito bom no prazo,1
35357,"PRODUTO FOI ENTREGUE MAS DEMOROU MUITO, SE PRECISAR DO PRODUTO, PEÇA MUITO ANTES... ",0
35358,Gostei bastante do produto,1
35359,Não vi o produto pois estou viajando ! Mas surpreendeu quanto a prazo ! ,1
35360,"Muito bom produto. Design,material, acabamento... Lindo",1
35361,"O correio ainda não fez a entrega , to furioso.",0
35362,otima ,1
35363,"Porem veio faltando uma unidade, gostaria que me exclarece-se este ocorrido. Gostaria de receber a outra unidade.",0
35364,"Os cartuchos funcionaram perfeitamente. 
Eu recomendo!",1
35365,"recomendo, e produto muito bom",1
35366,"Ótimo produto, recebi antes do prazo previsto ",1
35367,Entrega rápida e produto sem nenhum dano.,1
35368,"compra entrege no prazo e produto ok

",1
35369,Achei que demorou um pouco.,1
35370,Ainda estou esperando a entrega! ,0
35371,"Produto bom, pelo preço.",1
35372,Tudo beleza. ,1
35373,Não recebi o pedido,0
35374,quanda a criança recebeu ficouy muito felis e no segundo dia o símbolo da bandana descolou da faixa produto de péssima qualidade,0
35375,Muito bom ,1
35376,"Dentro do prazo estipulado. 
",1
35377,"O QUE FAÇO PARA SABER POR ONDE ANDA O MEU PEDIDO,POIS NÃO CONSIGO VER NO RASTREIO,DESDE JA AGUARDO ATUALIZAÇÃO PARA QUE FIQUE SABENDO A DATA QUE O PRODUTO SERA ENTREGUE, ESTOU NO AGUARDO ,COM URGÊNCIA",0
35378,Não tive nenhum problema. ,1
35379,muito bom,1
35380,Atendimento de acordo ,0
35381,entregue antes do previsto,1
35382,ok ok,1
35383,Bons produtos e entregues dentro do prazo.,1
35384,Muito bom os produtos e foi entregs bem antes do prazo ,1
35385,eu recomendo ,1
35386,Tudo certo,1
35387,"O produto simplesmente não chegou, enviei mensagem para saber o que houve e até agora não me responderam.",0
35388,Comprar na lannister é muito bom...virei fã ,1
35389,"fiquei super satisfeito, recebi meu pedido em 4 dias
bem antes do previsto.",1
35390,PRODUTO COM 3 DIAS DE ATRASO NA ENTREGA,0
35391,"TD ok com as entregas , porém não acredito que seja resistente às bases da rede , cordinha finas demais e pouca fixação no tecido da rede !
",1
35392,"Produto ok 
 ",1
35393,"Prazo de entrega me surpreendeu,foi super rápido,só me decepcionei com a qualidade do material,esperava que fosse melhor,mas de resto está me atendendo bem.",1
35394,"Além de não entregar o produto comprado a exatos um mês atras, não há quaisquer esclarecimentos ou mesmo atenção ás solicitações de contato. Só avaliei com uma estrela porque a pagina obriga a clicar.",0
35395,"melhor atendimento, entrega no prazo ,enfim melhor site para se comprar.",1
35396,a caixa do produto veio quebrada.,0
35397,"Sempre obtive ótimos resultados, nas compras efetuadas através desse Site.",1
35398,"Otimo produto, acabamento, qualidade...
Entrega rapida e antecipada;
Recomendo!",1
35399,Não recebi o produto ,0
35400,Só recebi um dois itens encomendados!!!,0
35401,Deu tudo certo.,1
35402,Gostei!,1
35403,ótimas pratilheiras,1
35404,"Foi entregue antes no prazo, mas comprei 2 produtos da mesma distribuidora, cobraram 2 fretes e entregaram em dias diferentes.",0
35405,Entrega correta recomendo,1
35406,Tudo dentro do praso,1
35407,"nao recebi , porem nao posso avaliar.",1
35408,Não funciona. Pedi devolução.,0
35409,"uma empresa muito comprometida com os clientes , agradeço por tudo e até a próximo pedido",1
35410,chegou sem uma peça ,0
35411,Com esse produto tudo certo ,1
35412,Recebi o produto dentro do prazo estabelecido pela empresa. O produto é top! Recomendo o produto e a loja.,1
35413,o vendedor foi muito bom e rápido.,1
35414,"Nada a reclamar, tudo de BOM!!!",1
35415,Paguei por um produto e veio outro (tamanho errado ) valor inferior ao que paguei! !,0
35416,"Tive que retirar no correio, total desconforto ",0
35417,Bom trabalho,1
35418,"Material resistente, porém não achei bonita como no perfil.",1
35419,"Gostei muito, minha ünica ressalva negativa é que não veio.manual de montagem, o que dificultou a instalação.",1
35420,Excelente,1
35421,Muito lindas amei as toalhas,1
35422,O produto funcionou muito bem para ligar o meu notebook a um monitor a partir do momento em que atualizei o driver no Windows.,1
35423,"Produto veio com o canto de plastico danificado/quebrado(plug do cabo USB), porem nao afetou o funcionamento.",0
35424,aguardo retorno por que ainda não recebi.,0
35425,"Entrei em contato com o distribuidor, as peças não encaixam, o cabo desmonta toda hora, não é nada funcional, ficamos decepcionados com a compra. A LOJA foi pontual na entrega.",0
35426,Recomendo a loja e o produto,1
35427,Gostei do produto.,1
35428,"Dos 3 itens que comprei, recebi apenas 1item. Foi rápida a entrega, que foi a película de vidro. Porém não atingiu as expectativas pois não cobriu toda a tela, e parece ser frágil. ",0
35429,estou agradecido pelo o produto ,1
35430,Fiquei muito satisfeita,1
35431,Site confiável e satisfação por sempre me atender no prazo até mesmo antes do prazo.,1
35432,"Chegou dentro do prazo determinado produto como eu esperava ,bom atendimento.",1
35433,"O timos Produtos esto muito contente com Tudos que já Compre ate agora! tudo de O Timas Qualidade , Recomendo muito! compro sempre são excelente vendedores , ótimo atendimento. ",1
35434,Fácil de montar!!!,1
35435,Muito lindo,1
35436,"O produto não chegou e nem tem um código rasteador para que eu possa verificar o status da entrega, o prazo já passou e nada.",0
35437,Otimo,1
35438,ótimo produto entregue antes do prazo,1
35439,"Apesar de a foto do produto ser diferente do entregue, o produto chegou. ",1
35440,Serviços de entrega rápido e perfeito. ,1
35441,"Amei, produto maravilhoso, deu um charme lindo na cama! Recomendo a loja e o produto para quem tem bom gosto!",1
35442,"FUI BEM ATENDIDA, O PRODUTO CHEGOU DENTRO DO PRAZO PREVISTO E EU RECOMENDO.",1
35443,Entrega muito rápida. Tudo certinho.,1
35444,Beleza Jóia !!! ,1
35445,"Produto de péssima qualidade, o teflon solta com muita facilidade na hora de cozinhar, são extremamente finas, em uma simples lavagem de louças você consegue amassar as panelas, não recomendo",0
35446,"Muito tranquilo,ótimo estou muito feliz",1
35447,Produto qualidade 100% entregue antes do prazo recomendo a todos o site baratheon,1
35448,Produto muito bom e a entrega foi muito rápida,1
35449,"Comprei dois, paguei por dois e só recebi um",0
35450,Amei o produto. Excelente. Ficou perfeito na minha sala. Entrega rápida como sempre. ,1
35451,"Muito chateada, não recebi o produto e a loja confirmou no site que eu recebi, não sei baseada em que. Estou tentando entrar em contato com a loja e está difícil. ",0
35452,"entrega rápida antes do prazo, produto de excelente qualidade.",1
35453,"Produto de ótima qualidade, entrega realizada no prazo, recomendo!!!",1
35454,"Excelente ,entrega antes do prazo ,ótimo atendimento.",1
35455,"Comprei a caixa de simparic com 3 comprimidos e entregaram a caixa com apenas 1 comprimido, solicitei a troca no dia 29/08 e ainda não tive nenhum retorno.",0
35456,Veio capa de colchão queem. Na hora da compra não foi me informado o tamanho. O que já é uma falha. Acho que o cliente teria que ser orientado sobre medidas. Estou esperando orientações para devolver ,0
35457,Nao cabe no meu ps4...,0
35458,Quero um outro produto pois o mesmo nao e da voltagem que preciso,1
35459,Não recebemos o produto,0
35460,"Produto ok, entrega ok ",1
35461,Tudo certo e dentro do prazo!,1
35462,"Entrega mais rápida que o esperado, embalado direitinho, ótimo produto 
Super recomendado ",1
35463,Produto não funciona e sem manual de instrução.,0
35464,Bom chegou antes do prazo,0
35465,"Recebi na data esperada, porem veio na cor rosa e nao na cor azul como tinha comprado. ",0
35466,"Meu marido adorou a carteira, muito linda mesmo!!!
Recebi antes do prazo.
",1
35467,Sobre o tamanho mais específico. Faltou algumas peças. ,1
35468,Só achei o relógio um pouco grande ,1
35469,"Gostei do atendimento
",1
35470,Produto entregue no prazo previsto.,1
35471,Um lixo esse serviço nunca mas na minha vida comprou com vcs.,0
35472,Ainda não testei o produto ,1
35473,Recomendo ,1
35474,"Confesso q comprei com certa desconfiança, porém o produto é sensacional, atende com eficiência e eficácia!!!",1
35475,super recomendo,1
35476,MP3 Player muito bom,1
35477,"Produto bom mas, veio com a base manchada e arranhada. O controle de qualidade deve ser mais rigoroso.",0
35478,bom atendimento,0
35479,"veio produto diferente da foto , modelo diferente
 ",0
35480,"Minha filha está encantada, adorou a boneca!",1
35481,Eu quero meu produto,0
35482,Chegou bem antes do prazo,1
35483,Infelizmente a descrição e foto não refletem o produto. Produto de baixa qualidade que poderia nunca estar descrito como quadro,0
35484,"Recebi os produtos no primeiro dia útil após a compra, foi muito rápido e deu tudo certo. Recomendo",1
35485,"TUDO CERTO, COMO SEMPRE!",1
35486,tudo certinho,1
35487,Produto veio da forma que estava especificado.,1
35488,"Apesar de terem sido 
entregues separados 
Foi boa compra ,entregue. Antes do prazo
",1
35489,O Produto é perfeito.,1
35490,entregue no prazo e mercadoria certa. é o que importa ,1
35491,o produto não foi recebido ainda por falta minha.,1
35492,"Muito bom produto entregue no prazo e certo como anunciado,eu recomendo!!!",1
35493,O produto chegou antes do prazo.,1
35494,"gostei da torneira, veio com uma oxidação na lateral..uns respingos.. mas como e estou com pressa não vou pedir troca.",0
35495,Veio tudo OK!,1
35496,"Tive que pegar nos correios, e na caixa só havia uma cadeira sendo que eu comprei duas!!! Vou processar!",0
35497,Entrega antes do previsto. Tudo ótimo!,1
35498,Transportador não entregou o produto,0
35499,Produto de excelente qualidade. Tamanho adequado. ,1
35500,"Comprei 3 unidades e só foi entregue 1 unidade!!
O problema não é do vendedor e sim da empresa que efetua a entrega.
Estou aguardando alguma providência por parte da lannister!",0
35501,"Foi entregue na data,só acho que a taxa de entrega poderia ser mais em conta.
",0
35502,Adquiri produto original e recebi genérico. Impressora da HP não aceita. Já solicitei devolução do dinheiro e não obtive resposta.,0
35503,Bem menor Do que eu esperava mas muito boa ,1
35504," Otimo produto pro dia a dia.
",1
35505,Fiz o teste do produto mais ele nao sendo reconhecido pelo XBOX 360,0
35506,Muito linda a bolsa ,0
35507,Entrega super rápida e tudo certinho! ,1
35508,"A capinha ficou certinha, mas a película é menor que o celular.",0
35509,nao recomendaria se nao haver soluçao,0
35510,O produto chegou em perfeito estado. ,1
35511,"Por ser um.produto de uso oral, é esperado que seja especificado claramente o material do qual é feito e a firma que se responsabiliza legalmente pela produçao, quimico etc
Produto sem responsavel",0
35512,Muito satisfeita. Entrega rapida e bom atendimento. Recomendo,1
35513,ainda aguardando,0
35514,"Produto entregue corretamente, antes do prazo lojas lannister estão de parabéns. ",1
35515,"Pedido atendido parcialmente. Comprei três produtos, mas somente um dos itens foi entregue . ",0
35516,Minha satisfeitamiga com minha compra entrega antes do previsto,1
35517,Tudo mto bom.,1
35518,"Produto da marca LIV. Bom custo beneficio. Apesar do anúncio não conter especificação, o mesmo chegou de acordo com a imagem. ",1
35519,Super recomendo ,1
35520,"Preciso do produto ,não foi entregue ainda ,só está demorando um pouco . Sem comentários ainda .",0
35521,"Obrigado pelo produto, tudo em ordem com ele. Mas o outro qyue comnprei o GLOBO veio com defeito",0
35522,O produto é desproporcional e de péssima qualidade. Não acredito que uma instituição com um nome desses se queime por tão pouco. Só não entro com pedido de devolução pra evitar desgastes.,0
35523,Produto e entrega acima das minhas expectativas.,1
35524,"O produto enviado não condiz com a descrição.
No nome do produto informa que eh porta shampoo rádio relógio, logo entende- se que possui o recurso ( radio e relogio) e não verdade eh um adesivo",0
35525,Otima loja veio perfeito e no prazo muito rápido recomendo a todos perfeito tudo ,1
35526,"Muito enrolado. Já liguei para o stark, ficaram de me retornar em dois dias e até agora nada ",0
35527,"Loja excelente, entrega muito rápida.",1
35528,"boa loja, facil de comprar e entrega no prazo",1
35529,Regular,0
35530,"O produto chegou antes da data prevista e super embalado.
O Meu filho quando abriu a caixa ficou super encantado ... ",1
35531,Só pensei que viria com a vara da cortina tbm... tive que comprar!,0
35532,Prazo previsto eram 12 sias. Já se passaram 30 e até agora nasa da mercadoria.,0
35533,Amei. Os gatos não estão fazendo xixi onde coloquei as pastilhas. Recomendo,1
35534,Muito bom recomendo pra todos,1
35535,Produto entregue até antes do prazo. Em prefeitas condições. Super recomendo.,1
35536,Muito bom!!!,1
35537,"Recebi o produto diferente do que foi adquirido e não consegui contato com a loja por nenhum meio .
",0
35538,Produtos em perfeita ordem e prazo correto.,1
35539,Pedi um produto e recebi outro! ,0
35540,"ENTREGA RAPIDA,PRODUTO CERTO,PORÉM, PODERIAM MELHORAR A EMBALAGEM.",0
35541,"Mesmo que eu não recebi à minha encomenda no prazo mesmo assim eu recomendo este site ,é ainda não recebi ",1
35542,Talvez não seja uma mochila de grande durabilidade mas pelo custo benéfico é um otimo produto ,1
35543,Tudo ok.,1
35544,Boa entrega...apesar do rastreio falho,1
35545,Foi tudo perfeito.,1
35546,"O fone não é original LG, e veio faltando componentes.
Só avaliei com uma estrela porque o sistema não aceita ""zerar"".",0
35547,Fiz uma boa compra. Entregue antes do prazo.,1
35548,Fiz o pedido de duas lumimarias e só recebi uma.,0
35549,"MEU PEDIDO FOI CANCELADO POR FALTA DE ESTOQUE. NÃO RECEBI O PRODUTO E A COBRANÇA AINDA ESTÁ NA MINHA FATURA. NÃO HOUVE ESTORNO!!!
QUERO UMA SOLUÇÃO!!!",0
35550,as informações foram claras e os prasos dentro do esperado.,1
35551,O frete deveria ser inferior ai produto.,1
35552,Perfeito,1
35553,"Fui enganado por vocês é pelo stark. É agora querem que eu pague por algo que não foi entregue. Golpistas. Aqui se faz , aqui se paga! É um dia vocês vão pagar por sua maldade.",0
35554,Gostei é recomendo pra todos que quiser comprar é de confiança e cumpre o que promete,1
35555,Perfeito cores vivas eu simplismente ameei,1
35556,"A bolsa é linda, espaçosa, show de bola!!! Adorei",1
35557,Entrega antes do prazo!!,0
35558,Entregue no prazo e com tudo certinho. Nota 10!,1
35559,sempre compro e recomendo ótima .,1
35560,Endereço correto ... porteiro 24h e não entregaram o produto ,0
35561,"Até o presente momento n foi entregue, na verdade nem a nota fiscal foi entregue...cancelei o pedido",0
35562,Fonte veio diferente do anunciado.,0
35563,Tudo certo ,1
35564,Fiquei satisfeita com a compra.,1
35565,Muito satisfeita,1
35566,"Entrega antes do prazo, veio tudo certinho.
Recomendo!!
Estão de parabéns!!",1
35567,muito bom,1
35568,"Solicitei informações acerca da entrega de meu produto e fui informado que o recebeu dentro do prazo avençado, contudo hoje (19/12/2017) ainda não o recebi.",0
35569,"Os dois cartuchos preto não soltam tinta. 
Não imprime nada . Coloquei de maneira adequada e o cartucho não libera tinta preta. O colorido está tudo OK. Coma faço para resolver este problema???
Agu",0
35570,bom,1
35571,"Os correios falaram que o pedido foi devolvido dia 2, mas no site, dia 3.
Dia 1 foi feriado, então o prazo de entrega não foi atendido",0
35572,Entrega rápida ,1
35573,Tudo conforme acordado.,1
35574,Muito bom. Super indico e com cereteza vou fazer outros pedidos,1
35575,Envie vários email para avisa sobre o atraso e até agora não recebi resposta. Espero que devolva o dinheiro. ,0
35576,"Inicialmente, na data da compra o produto era para ser entregue até 21/12. Hoje é dia 27/12 e não chegou ainda. ",0
35577,"Só o correio como sempre me deixou um tempo sem uma posicao do produto, o da lannister chegou direito só faltou plástico bolha pra proteger melhor os produtos",1
35578,VENDARAM O QUE NAO TINHA E ATÉ AGORA NAO ME RESSARCIRAM. CANCELARAM O PEDIDO.COMPREI EM OUTRA LOJA O BRINQUEDO,0
35579,Até o presente momento tenho sido atendida dentro das especificações do produto e prazo de entrega informado.,1
35580,"Muito bom comprar na loja lannister ,sem complicação fácil e entrega bem antes do prazo limite , agente fica informado de tudo sobre o pedido ,eu recomendo .
",1
35581,A cor é um pouco mais clara q a foto ... mas é lindo....,1
35582,Produto totalmente diferente do oferecido.,0
35583,"Entrega realizada com sucesso e antes do prazo, super indico!!!",1
35584,"Recebi sente 2 unidades do produto, e comprei 3 unidades.. ",0
35585,Gostei do jogo de toalhas de banho que encomendei só que veio dois jogos dá mesma cor e eu tinha pedido um jogo de cor vinho e outro azul.,0
35586,"Recomendo, meu produto chegou bem antes do prazo informado pelo sistema, o mesmo estava ( Ok), de acordo com o esperado. ",1
35587,Comprei dois telescópios e só foi entregue 1.,0
35588,"Comprei o total de 13 capas para tablets e infelizmente só recebi 12.
Encaminhei um e-mail no mesmo dia, e outro hoje e ninguém me retornou. ",0
35589,"Otimo produto,parabéns.",1
35590,O produto nao chegou completo. De 3 itens só chegou um.,0
35591,"Comprei 3 pendetentes de luminária, os produtos vieram pelos Correios mas apenas 2 um em cada caixa, mas a nota fiscal consta 3 produtos. Solicito o outro ou vou devolver.",0
35592,Produto chegou no prazo ótimo long ,1
35593,"Produto atendeu minhas necessidades e a entrega foi super rápida, o prazo era de 10 dias, mas, recebi em dois dias.",1
35594,"Só foi entregue a boneca,faltou os panos de pratos és as saias da cama box de solteiro.",0
35595,Foi um prazer compra nessa loja chegou tudo em perfeito estado obrigado. ,1
35596,"Gostei muito do produto, porém chegou bem atrasado, na vdd no ato da compra dizia 19 dias e depois foi para um mês, se for se basear no um mês chegou adiantado, não veio embalada e estragou toda caixa",1
35597,"Muito bom e bonito, produto de boa qualidade.",1
35598,"muito muito bom
",1
35599,"A entrega foi rápida só o que me desagradou foi que comprei uma prancha nano titânio original e veio a réplica ,fiquei triste por este motivo mas já solicitei a devolução da minha compra . ",0
35600,Otimo,1
35601,"Comprei uma lanterna holofote,que foi entregue com defeito, e quando tentei acionar a troca de produto não consegui falar com ninguém da loja então eu não recomendo esse sait pra ninguém, ",0
35602,"A bicicleta veio totalmente desmontada sendo que no site dizia claramente que o produto somente viria sem a roda dianteira e o guidão mas não foi o que aconteceu, revejam seus conceitos e não mintam.",0
35603,Fiz pedido de dois produtos e um eu não recebi ainda. Isto me gera duvidas quanto ao recebimento.,0
35604,O produto chegou bem antes do previsto e o cuidado e a qualidade do produto são impecáveis.,1
35605,nada a declarar,1
35606,"baratheon OK, loja OK, Correios OK, produto foi útil, por que comprei para meu cachorro",0
35607,Chegou dentro do programado. Bem embalado. ,1
35608,Muito ruim,0
35609,"Tecido de qualidade e a estampa é linda, recomendo. ",1
35610,ótimo,1
35611,"Produto com funcionamento correto, porem qualidade do material muito baixa. ",0
35612,Chegou bem antes do prazo e era exatamente o que esperava!,1
35613,"Recebi o produto em condições, no prazo coreto em ótimas condições.
Produto de acordo com a propaganda. Estou satisfeito.",1
35614,Ótima loja e excelente produto!,1
35615,"Produto chegou bem antes do esperado, tudo certinho. Obrigada!!",1
35616,Recomendo!!!!!,1
35617,"Gostei de tudo... Entregue antes do prazo, produto veio conforme o esperado . Recomendo !!!!",1
35618,Gosto de acompanhar o pedido e essa empresa nos fornece esse recurso. ,1
35619,"Produto chegou 5 dias antes do prazo esperado, veio tudo certo.",1
35620,"O produto é muito inferior ao que demonstra na foto. Parece as fotos do Mc Donald's. na foto um enorme lanche na mesa pequeno.
lannister deveria analisar os produtos antes de vender.",0
35621,Exelente loja é excelente produto. ,1
35622,tudo muito bem planejado !! Estou muito satisfeita.,1
35623,Não recebi o produto. Não recomendo. ,0
35624,Fiz uma ótima compra,1
35625,Estou a espera do produto a mais de 30 dias meu tel. 7599207310 ,0
35626,"Pedi e paguei por dois cartuchos, recebi apenas um e não consigo entrar em contato com alguém que me informe como proceder nesse caso.",0
35627,Muito bom,1
35628,"Chegou antes do prazo, funcionando perfeitamente. Recomendo o produto e a compra nas lannister.",1
35629,Produto recebido em perfeito estado e no prazo.,1
35630,Comprei duas balanças e so entregaram uma!!,0
35631,O tempo já expirou e não recebi o produto! ,0
35632, Entrega antes do prazo excelente!!! ,1
35633,Excelente!,1
35634,"muito bom, recomendo.",1
35635,"Otima qualidade, exatamente como na foto. Chegou antes do prazo. Amei",1
35636,"Este fornecedor, parceiro das Lojas lannister é comprometido com seus clientes. Pois demonstrou profissionalismo e competência no prazo de entrega e na qualidade de embalar o produto do consumidor.",1
35637,Bom como se ter como parceiro,1
35638,"BOA TARDE EU NÃO RECEBI O PEDIDO COMPLETO, ENTREGARAM SOMENTE O VARÃO. A CORTINA NÃO FOI ENTREGUE, ESTOU NO AGUARDO DE UMA RESOLUÇÃO ARA ESTE PROBLEMA",0
35639,"Excelente produto.

Peruca sintetica, semelhante a cabelos, fio fino e opaco, nao possui brilho artificial

",1
35640,Produto com ótimo preço!,1
35641,"Estou super satisfeita com a minha compra!
",1
35642,"Recebi o produto antes do prazo, produto excelente atendeu minha expectativa",1
35643,bommmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1
35644,Material recebido,1
35645,"Eu comprei 04 Unaro, chegou dois, ligue para (13) 33-42-21-99 com Juliane que disse que os outros dois produtos iria vir no dia seguinte, pois a norma do correio teria muda, Gostaria de um retorno. ",0
35646,Frete muito caro. ,0
35647,"A lannister/targaryen, não me posicionaram em nada, simplesmente meu produto não chegou, o status está como ocorrência, mas não sei o que houve. ",0
35648,Recomendo!!!,1
35649,Ótimo produto. Comprei na terça e chegou na sexta ! Recomendo!,1
35650,otimo prazo,1
35651,"Bonito, porem bem pequeno",1
35652,"As tintas chegou sem os rótulos do produtos, nem parece os da imagem, e o pior a tinta é fraca não dá pra imprimir as coisas coloridas muito fraca, até a tinta preta é muito fraca..Não gostei",0
35653,Comprei 05 unidades do produto. Mas recebi até o momento apenas 01. ,0
35654,"Muito rápido, entregou antes do prazo e tudo certo.
",1
35655,Entrega rápida e certinho os produtos. ,1
35656,Como posso avaliar se não recebi o produto.,0
35657,satisfeita com a compra e responsabilidade da empresa,1
35658,"o produto veio errado (o encosto não corresponde à foto - é menor) e com defeito: um dos ferros que compõe as pernas está torto, o que faz com que a cadeira fique instável e bamba",0
35659,"100% entrega rapida tudo direitinho 
",1
35660,A loja tem ótimo atendimento.O produto chegou antes do prazo previsto e além do mais são atenciosos.Parabéns!!,1
35661,A qualidade do produto é muito abaixo do esperado. Toalhas ruins. Não indico. Decepcionada 🙁,0
35662,"Gostaria de ter falado com atendente para esclarecer uma duvida . só dava a secretaria eletrônica, enviei e-mail mas nada o objeto chegou e nem resposta tive.

 ",0
35663,"Produto muito bom, em conformidade com minha expectativa.",1
35664,"Produto Maravilhoso, exatamente como anunciado! Amei e já coloquei! Recomendo muito!",1
35665,Paguei e demorour para receber,0
35666,"bem antes do prazo , tudo ok ",1
35667,"produtos certos , só achei que deveriam ser entregues juntos por ser uma compra só. e achei um pouco demorada a entrega.",0
35668,"Excelente serviço, tempo de entrega e qualidade",1
35669,Recebi o produto correto e bem antes do prazo. Estou satisfeito com a lannister e com a loja targaryen. Compraria novamente com certeza. Parabéns a ambas pelo excelente trabalho.,1
35670,Comprei duas unidades do produto e entregaram somente uma,0
35671,Favor verificar essa informação pois não recebi este produto ainda.,0
35672,"O hub que recebi não funciona com meu Apple CD Player externo, ou seja, não é um multiplicador de porta USB.",0
35673,loja muito eficiente recebi 3 dia depois da compra ... 72 hrs apos a confirmação do pagamento ... estao de parabens ...,1
35674,Adorei,1
35675,Material entregue conforme pedido fiquei muito satisfeita,1
35676,entregar dentro do prazo combinado.,0
35677,"Simplesmente, comprei 2 cadeiras e so recebi 1, um absurdo!!!!!! Estou esperando a outra!!!!!",0
35678,"Comprei um jogo de mantimentos no.prazo.perfeito mas as vasilhas estão todas manchadas por dentro e não tem como.fica e lavando.pois o desenho de fora e adesivo de papel que não é descrito na pagina
",0
35679,produto veio danificado,0
35680,"Ótimo produto ,eu recomendo",1
35681,muito bom,1
35682,para mim sempre que eu compro na lojas lannister chegar no prazo certo,0
35683,"O produto chegou dentro do prazo, excelente atendimento.Gostei muito.",1
35684,Tudo certo,1
35685,O produto atende muito bem. A empresa entregou no prazo combinado.,1
35686,estou usando o produto ainda...,1
35687,Adorei,1
35688,"Comprei o produto. Logo após, solicitei o cancelamento do pedido. No entanto, me enviaram o produto. Quero devolver e vocês estão me enrolando. 

",0
35689,comprei a mochila da Patrulha Canina e veio a mochila da Frozen. Estou tentanto trocar o pedido no site e dar erro de conexão.,0
35690,o controle funciona bem,1
35691,Muito boa loja,1
35692,Ok,1
35693,Não recebi o produto,0
35694,lindo ,1
35695,Lindo e de qualidade. O tamanho é excelente e a cama ficou muito nobre. Recomendo.,1
35696,Fiz um pedido com dois itens: um álbum + um conjunto de folhas ( para cartas pokémon) avulsa. Só recebi o álbum.,1
35697,"Recebi o produto correto e antes do prazo,
Fiquei muito satisfeita com a compra e recomendo.

Att

Silzete ",1
35698,O parceiro do stark mandou o item em perfeitas condições e excelente tempo na entrega! Gostei demais do produto e da loja! stark esta de parabéns como sempre!,1
35699,não recebi o produto ,0
35700,Até a data de hoje 15/01/18 não recebi meus produtos. E o atendimento da lannister é horroroso pois só temos acesso a reclamações por meio do site. uma total falta de respeito para com os clientes.,0
35701,"Foi entregue somente um frasco do L-triptofano, sendo que na nota fiscal constam 2 frascos.",0
35702,"Até o momento não recebi a encomenda, iria dá de presente e o aniversário foi ontem. Muito chateada.",0
35703,"Adorei o produto, e me entregaram dentro do prazo, sempre recomendo lannister",1
35704,Gostei bastante do peso da faca uma faca leve... vou testar ainda mas pelo visto vai cumprir o que necessito...,1
35705,não indico.,0
35706,Muito bem atendido,1
35707,Foi a primeira vez que comprei deste vendedor. Tudo correu conforme o combinado. Bem embalado.,1
35708,"Ela é bem delicada acho que não vou poder lavar kkkkkk, mais pelo valor pago valeu, o modelo que eu procurava ficou bonita na minha cama",1
35709,Achamos desfavorável pagar por um frete é ter o desconforto de buscar na agência dos Correios .,0
35710,"Atendimento excelente, extremamente rápido, produto de ótima qualidade, superou minhas expectativas em todos os aspectos. ",1
35711,Amei meu peoduto e comprarei muito mas com voces,1
35712,muuto rapido a entrega ,1
